age,monthly_income,monthly_expenses,existing_savings,employment_status,num_dependents,location_type,digital_savviness,has_bank_account,has_ewallet,savings_goal,risk_tolerance,investment_horizon,recommended_product
43,29799.76,22917.18,33754.94,Employed,3,Rural,3,1,1,General Savings,Moderate,Short-term,gcash_gsave
65,3463.8,2590.81,2617.91,Unemployed,1,Rural,3,1,0,Retirement,Moderate,Long-term,maya_savings
32,44251.19,36864.79,39115.91,Freelancer,1,Urban,1,0,1,Retirement,Conservative,Long-term,maya_time_deposit
51,31368.4,30510.11,21138.76,Freelancer,3,Rural,3,0,0,Emergency Fund,Conservative,Medium-term,bpi_save_up
34,4968.59,3764.55,2494.09,Unemployed,0,Metro Manila,5,0,1,Business Capital,Conservative,Medium-term,maya_personal_goals
26,24889.23,22905.91,0.0,Freelancer,2,Urban,4,1,1,Emergency Fund,Aggressive,Short-term,gcash_gsave
22,6413.15,5486.08,4579.82,Student,0,Metro Manila,5,1,1,Emergency Fund,Moderate,Short-term,maya_savings
20,920.5,796.97,7394.5,Unemployed,0,Rural,3,0,1,Emergency Fund,Moderate,Short-term,bpi_save_up
44,17058.66,14986.57,5317.4,Employed,3,Rural,3,0,1,General Savings,Moderate,Short-term,bpi_save_up
42,58178.09,48676.47,17208.34,Self-employed,3,Rural,3,1,0,Home/Property,Moderate,Long-term,bpi_save_up
26,88903.8,60579.44,212845.85,Employed,1,Metro Manila,5,1,1,Emergency Fund,Conservative,Medium-term,gcash_gsave
37,22468.38,18813.37,11718.83,Employed,3,Urban,3,1,1,Travel,Moderate,Short-term,gcash_gsave
32,1317.5,1006.52,0.0,Unemployed,3,Rural,5,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave
27,43665.41,32940.16,36209.97,Freelancer,4,Urban,4,1,1,Education,Moderate,Long-term,gcash_ginvest
28,20659.23,17972.96,25670.38,Freelancer,2,Rural,3,1,1,General Savings,Aggressive,Medium-term,bpi_save_up
25,7215.47,5574.95,1775.67,Unemployed,3,Metro Manila,3,0,0,Emergency Fund,Conservative,Short-term,gcash_gsave
18,26372.67,17776.65,2690.91,Freelancer,0,Urban,3,1,1,Emergency Fund,Aggressive,Short-term,gcash_gsave
31,19041.16,14097.43,22936.03,Freelancer,2,Urban,1,0,0,Emergency Fund,Moderate,Medium-term,maya_personal_goals
59,24944.69,18682.05,18085.99,Self-employed,0,Rural,3,0,0,Retirement,Moderate,Short-term,bpi_save_up
48,43674.06,27593.98,164964.85,Employed,0,Urban,3,1,0,Education,Conservative,Long-term,bpi_time_deposit
23,12531.75,10619.97,9017.74,Employed,0,Urban,5,1,1,General Savings,Moderate,Medium-term,maya_personal_goals
41,5519.9,4800.42,0.0,Unemployed,3,Urban,4,0,1,General Savings,Moderate,Medium-term,gcash_gsave
20,7148.69,5826.08,11199.28,Student,0,Urban,5,0,1,Emergency Fund,Aggressive,Long-term,gcash_ginvest
37,23404.46,20323.45,18091.52,Freelancer,3,Urban,2,1,0,Education,Conservative,Short-term,bpi_savings
26,29679.92,23749.92,751.35,Employed,1,Urban,3,0,1,Travel,Moderate,Medium-term,maya_personal_goals
24,14554.11,8316.08,0.0,Employed,0,Rural,4,0,1,General Savings,Conservative,Medium-term,gcash_gsave
23,16696.16,12042.16,16426.51,Employed,0,Urban,3,0,0,Business Capital,Conservative,Long-term,bpi_time_deposit
44,34451.6,26371.94,73686.17,Self-employed,2,Rural,1,0,1,Education,Aggressive,Medium-term,gcash_ginvest
27,1305.88,1199.21,0.0,Unemployed,1,Rural,4,0,1,Business Capital,Conservative,Short-term,maya_savings
26,68147.25,47381.1,68559.65,Employed,2,Metro Manila,5,1,1,Emergency Fund,Aggressive,Short-term,gcash_ginvest
53,9703.84,7430.91,29099.91,Unemployed,0,Metro Manila,4,0,0,Emergency Fund,Conservative,Short-term,gcash_gsave
34,1063.45,751.07,0.0,Unemployed,0,Rural,5,0,0,General Savings,Moderate,Long-term,gcash_gsave
56,19605.57,17691.37,5009.17,Unemployed,2,Metro Manila,3,0,0,Retirement,Moderate,Medium-term,bpi_save_up
32,29911.31,28504.62,29379.78,Employed,2,Urban,5,1,0,Emergency Fund,Aggressive,Short-term,bpi_savings
39,3062.07,2554.81,7603.77,Unemployed,2,Metro Manila,2,1,1,Emergency Fund,Moderate,Short-term,bpi_savings
34,35749.94,30119.18,58035.42,Self-employed,0,Rural,5,0,0,Emergency Fund,Conservative,Medium-term,bpi_save_up
26,24011.42,16339.71,16108.17,Employed,1,Rural,3,0,1,Education,Moderate,Medium-term,maya_personal_goals
45,10823.14,10237.2,0.0,Employed,4,Rural,4,0,0,Home/Property,Moderate,Medium-term,maya_personal_goals
33,1477.57,1238.04,3112.63,Unemployed,3,Rural,2,1,1,Home/Property,Conservative,Medium-term,maya_savings
26,31618.26,28509.23,50653.87,Employed,2,Urban,5,1,1,Business Capital,Conservative,Long-term,gcash_ginvest
34,5336.96,4287.87,0.0,Self-employed,0,Urban,3,0,0,Home/Property,Aggressive,Medium-term,bpi_save_up
59,34433.94,23929.76,44652.58,Employed,2,Urban,2,0,1,Emergency Fund,Moderate,Medium-term,maya_time_deposit
47,41664.44,27473.59,43507.03,Employed,1,Urban,1,1,0,Business Capital,Conservative,Medium-term,maya_time_deposit
34,15217.41,13703.76,52637.6,Employed,1,Urban,4,1,1,Home/Property,Moderate,Long-term,gcash_ginvest
18,4407.89,3658.91,5100.24,Student,0,Urban,3,0,1,Education,Conservative,Long-term,bpi_save_up
61,37153.61,31613.78,0.0,Self-employed,3,Metro Manila,3,1,0,Education,Moderate,Long-term,bpi_save_up
27,1272.38,1145.02,0.0,Unemployed,2,Urban,3,0,0,Emergency Fund,Moderate,Medium-term,gcash_gsave
49,53476.97,43516.18,53217.01,Freelancer,3,Urban,3,1,0,Business Capital,Conservative,Long-term,bpi_time_deposit
31,4398.28,3366.59,5888.16,Unemployed,2,Rural,2,0,0,Retirement,Moderate,Long-term,bpi_time_deposit
27,23791.24,16544.13,22818.47,Employed,1,Urban,4,1,1,Travel,Aggressive,Long-term,gcash_ginvest
27,14358.66,9934.94,9018.29,Self-employed,1,Rural,5,0,1,General Savings,Conservative,Short-term,bpi_savings
38,52305.51,48252.72,35309.58,Self-employed,3,Urban,5,0,1,Business Capital,Conservative,Long-term,maya_time_deposit
35,32337.21,24022.99,647.82,Employed,3,Urban,3,0,1,Emergency Fund,Conservative,Short-term,maya_savings
45,9669.43,9087.07,0.0,Freelancer,4,Urban,1,1,0,Business Capital,Moderate,Long-term,gcash_ginvest
55,40834.6,36412.22,81192.31,Self-employed,1,Urban,1,1,0,Emergency Fund,Aggressive,Medium-term,maya_time_deposit
46,2410.39,2263.69,10190.49,Unemployed,4,Urban,4,0,1,General Savings,Moderate,Short-term,maya_savings
29,11871.55,9320.94,19291.62,Freelancer,1,Rural,3,0,0,Business Capital,Moderate,Medium-term,gcash_gsave
27,38866.36,29153.35,55004.51,Employed,2,Rural,3,0,0,Travel,Moderate,Medium-term,maya_personal_goals
31,28042.74,20892.65,128369.9,Self-employed,1,Metro Manila,3,0,0,Home/Property,Conservative,Long-term,bpi_time_deposit
23,19266.71,15521.91,40867.65,Employed,2,Urban,5,1,1,Home/Property,Aggressive,Long-term,gcash_ginvest
61,41489.54,21924.91,143395.18,Self-employed,0,Urban,5,1,1,Retirement,Conservative,Medium-term,maya_time_deposit
54,41708.92,34322.1,114338.68,Freelancer,2,Urban,3,1,0,Education,Moderate,Medium-term,bpi_save_up
54,2214.52,1441.5,765.7,Unemployed,2,Urban,4,0,1,Emergency Fund,Conservative,Long-term,gcash_gsave
19,23772.37,18629.32,16211.95,Employed,0,Metro Manila,4,1,1,General Savings,Moderate,Long-term,maya_personal_goals
30,28001.62,21735.47,70626.43,Employed,0,Urban,4,1,1,Travel,Conservative,Short-term,gcash_gsave
54,44109.35,37969.55,5666.84,Employed,3,Urban,3,1,0,Home/Property,Conservative,Long-term,bpi_save_up
43,41312.34,30961.61,180880.21,Employed,1,Urban,1,1,1,Education,Moderate,Medium-term,bpi_save_up
33,132246.72,93792.5,325449.14,Freelancer,0,Metro Manila,2,1,1,General Savings,Moderate,Long-term,bpi_time_deposit
30,10864.78,9506.0,8959.59,Freelancer,4,Urban,4,1,0,Education,Moderate,Short-term,bpi_save_up
22,4285.03,3210.27,13006.98,Student,1,Rural,3,0,0,Emergency Fund,Moderate,Medium-term,maya_savings
33,8504.74,6478.13,0.0,Unemployed,1,Urban,4,0,0,Education,Conservative,Short-term,maya_savings
24,16792.14,12840.23,6449.31,Employed,0,Rural,5,0,1,General Savings,Conservative,Medium-term,gcash_gsave
60,16254.3,14996.66,8467.42,Employed,2,Rural,3,1,0,General Savings,Conservative,Medium-term,bpi_save_up
32,43100.21,34810.5,90063.09,Employed,3,Rural,4,0,1,Business Capital,Conservative,Long-term,gcash_ginvest
23,272.71,234.21,10957.49,Unemployed,1,Rural,4,0,1,Travel,Moderate,Short-term,gcash_gsave
51,13937.21,13319.71,10311.02,Freelancer,3,Rural,2,1,1,Business Capital,Conservative,Medium-term,gcash_gsave
29,37469.9,29777.97,20413.52,Self-employed,1,Rural,3,0,0,Travel,Conservative,Medium-term,maya_personal_goals
39,37813.13,34325.84,30.19,Employed,3,Metro Manila,3,0,1,Emergency Fund,Conservative,Medium-term,bpi_savings
23,42766.0,28266.54,393822.84,Employed,0,Urban,2,1,1,Travel,Aggressive,Short-term,gcash_ginvest
22,469.92,292.29,0.0,Unemployed,0,Rural,1,0,0,General Savings,Moderate,Short-term,gcash_gsave
32,10752.55,8365.34,13547.07,Employed,2,Rural,3,1,0,General Savings,Conservative,Medium-term,bpi_savings
53,2058.74,1487.1,3666.85,Unemployed,0,Rural,2,0,0,Retirement,Aggressive,Long-term,gcash_ginvest
25,23101.4,19284.99,22599.14,Employed,2,Rural,3,1,1,Emergency Fund,Moderate,Long-term,gcash_gsave
40,21813.91,20308.25,5230.21,Employed,4,Rural,3,0,0,Travel,Moderate,Medium-term,maya_personal_goals
24,7823.53,6092.32,41036.64,Freelancer,0,Rural,5,0,1,Business Capital,Conservative,Long-term,maya_savings
33,38144.9,32824.88,29511.96,Employed,0,Rural,2,0,0,Emergency Fund,Moderate,Short-term,maya_time_deposit
48,76369.37,59120.54,31409.9,Freelancer,3,Urban,4,1,1,General Savings,Conservative,Long-term,bpi_time_deposit
35,15207.47,13444.43,24088.8,Freelancer,5,Rural,2,1,1,Emergency Fund,Conservative,Medium-term,bpi_save_up
23,3489.81,2623.32,5286.22,Self-employed,1,Rural,5,0,1,Business Capital,Conservative,Medium-term,gcash_gsave
45,5754.79,5081.58,1592.53,Freelancer,3,Rural,2,0,0,Home/Property,Conservative,Medium-term,gcash_gsave
28,19508.76,13621.69,72344.67,Self-employed,1,Rural,5,1,1,Emergency Fund,Conservative,Short-term,gcash_gsave
31,38174.35,33223.63,127614.41,Employed,0,Urban,3,1,0,Education,Moderate,Medium-term,bpi_save_up
30,32188.63,20476.98,31799.15,Self-employed,2,Metro Manila,5,0,1,Business Capital,Moderate,Long-term,maya_time_deposit
25,15701.0,13478.62,4710.53,Self-employed,1,Rural,5,1,1,Travel,Moderate,Short-term,maya_savings
31,12539.99,10413.33,6718.49,Employed,3,Rural,3,1,0,Travel,Conservative,Short-term,maya_savings
61,6687.42,5647.31,16307.56,Unemployed,1,Urban,2,0,0,Emergency Fund,Conservative,Long-term,gcash_gsave
34,78341.89,55195.74,155180.35,Self-employed,2,Urban,1,0,1,Emergency Fund,Moderate,Short-term,bpi_savings
21,866.44,735.79,1016.1,Student,1,Rural,3,0,1,Travel,Moderate,Short-term,gcash_gsave
31,2114.73,1650.75,0.0,Unemployed,2,Rural,3,0,0,General Savings,Conservative,Medium-term,gcash_gsave
51,11711.71,8887.53,17879.25,Self-employed,2,Rural,2,0,0,General Savings,Moderate,Medium-term,gcash_gsave
28,5812.64,5617.8,932.66,Self-employed,3,Rural,2,0,0,Travel,Conservative,Short-term,gcash_gsave
57,13166.7,12903.37,0.0,Self-employed,4,Urban,2,1,0,Retirement,Moderate,Long-term,bpi_time_deposit
30,33248.92,30814.33,0.0,Employed,3,Urban,4,1,0,Home/Property,Conservative,Medium-term,bpi_save_up
48,8129.72,6318.5,6160.28,Unemployed,4,Metro Manila,3,1,0,Home/Property,Conservative,Medium-term,bpi_save_up
23,25217.75,19303.27,18021.3,Freelancer,1,Rural,3,0,0,Emergency Fund,Moderate,Short-term,gcash_gsave
22,24607.81,20119.95,15937.03,Employed,0,Metro Manila,4,1,1,Business Capital,Moderate,Medium-term,maya_personal_goals
25,4819.19,4007.5,2021.1,Self-employed,0,Rural,1,0,1,Home/Property,Moderate,Medium-term,maya_personal_goals
53,3818.51,3014.92,666.75,Unemployed,1,Urban,2,0,1,Emergency Fund,Aggressive,Short-term,gcash_gsave
61,11003.45,6754.99,47612.24,Self-employed,0,Urban,3,0,0,Business Capital,Aggressive,Medium-term,maya_time_deposit
40,9453.05,5436.75,11587.59,Freelancer,1,Rural,2,0,1,Business Capital,Conservative,Short-term,gcash_gsave
18,6550.33,4793.07,28078.79,Student,0,Metro Manila,4,1,1,General Savings,Moderate,Medium-term,maya_personal_goals
26,20661.75,15665.37,30993.43,Employed,0,Rural,5,0,1,General Savings,Moderate,Short-term,maya_savings
30,46952.24,41183.79,13144.87,Employed,3,Metro Manila,5,1,1,Emergency Fund,Conservative,Medium-term,gcash_gsave
18,4097.96,3041.45,8138.78,Student,1,Metro Manila,5,1,1,Business Capital,Conservative,Long-term,bpi_time_deposit
35,53080.79,44860.62,52255.68,Employed,0,Urban,2,1,0,General Savings,Aggressive,Medium-term,bpi_save_up
30,28464.18,22296.78,15293.38,Employed,1,Metro Manila,3,0,1,Home/Property,Aggressive,Long-term,gcash_ginvest
52,41039.38,37919.65,50997.61,Freelancer,3,Rural,3,1,0,Business Capital,Conservative,Long-term,bpi_time_deposit
18,4574.02,3130.65,0.0,Student,1,Urban,5,0,1,Education,Conservative,Medium-term,gcash_gsave
31,31558.71,30113.71,0.0,Employed,3,Metro Manila,3,0,1,Business Capital,Conservative,Medium-term,bpi_save_up
46,54481.81,46188.01,13202.7,Employed,5,Metro Manila,5,1,0,Home/Property,Moderate,Long-term,bpi_save_up
29,18583.3,17294.84,5814.84,Employed,4,Rural,4,1,1,Travel,Moderate,Short-term,gcash_gsave
29,50432.46,42202.76,91793.15,Self-employed,1,Rural,5,1,1,Home/Property,Moderate,Medium-term,maya_personal_goals
39,40417.75,30781.47,13426.04,Employed,2,Urban,2,1,1,General Savings,Conservative,Short-term,bpi_savings
48,33841.78,32546.75,7887.08,Self-employed,4,Urban,3,1,1,Retirement,Conservative,Long-term,bpi_time_deposit
28,16642.31,13218.37,7786.25,Employed,1,Rural,4,1,0,Business Capital,Moderate,Long-term,bpi_save_up
24,20840.84,18513.19,11548.48,Self-employed,1,Rural,4,1,1,Emergency Fund,Moderate,Short-term,gcash_gsave
48,54850.7,47754.9,1347.83,Employed,3,Urban,4,1,1,Business Capital,Conservative,Medium-term,maya_time_deposit
50,19070.52,16149.2,15716.18,Self-employed,3,Rural,4,1,1,Home/Property,Conservative,Long-term,gcash_gsave
43,9552.24,7514.87,3525.99,Self-employed,2,Rural,4,0,0,Business Capital,Moderate,Short-term,maya_personal_goals
23,8360.64,5943.94,3535.96,Employed,0,Rural,1,1,1,Education,Moderate,Short-term,maya_savings
28,1941.77,1601.08,0.0,Unemployed,2,Rural,4,0,1,General Savings,Moderate,Medium-term,gcash_gsave
48,51528.23,49763.17,7928.45,Employed,5,Rural,3,0,1,Home/Property,Conservative,Long-term,maya_personal_goals
29,20312.35,17575.07,18759.79,Self-employed,1,Urban,5,1,1,General Savings,Aggressive,Medium-term,maya_personal_goals
33,1398.82,1197.63,3144.79,Unemployed,3,Rural,3,0,0,Education,Moderate,Medium-term,maya_personal_goals
41,9172.53,8294.31,0.0,Self-employed,4,Urban,4,1,1,Business Capital,Moderate,Short-term,maya_savings
25,7551.63,6190.26,0.0,Unemployed,2,Rural,3,0,1,Business Capital,Moderate,Medium-term,bpi_save_up
35,60474.78,57777.64,36358.66,Employed,4,Metro Manila,4,1,1,Travel,Moderate,Short-term,maya_personal_goals
50,59147.35,54462.38,81784.68,Self-employed,2,Urban,2,1,0,Retirement,Moderate,Long-term,bpi_time_deposit
52,45286.74,29051.24,132886.8,Self-employed,0,Rural,3,1,0,Retirement,Moderate,Medium-term,bpi_save_up
24,12087.28,9700.95,32351.8,Employed,0,Rural,5,1,0,Emergency Fund,Moderate,Long-term,bpi_save_up
52,45750.39,43137.8,35515.21,Self-employed,3,Metro Manila,1,0,1,Retirement,Aggressive,Medium-term,maya_time_deposit
29,57886.66,48215.49,12944.04,Employed,2,Urban,4,1,1,General Savings,Aggressive,Short-term,gcash_gsave
33,34925.64,20170.94,454064.12,Self-employed,1,Metro Manila,5,1,1,Retirement,Aggressive,Long-term,gcash_ginvest
33,3600.06,3260.56,6009.83,Unemployed,2,Rural,2,0,0,Home/Property,Moderate,Long-term,maya_personal_goals
26,28976.04,22046.51,5866.81,Employed,1,Rural,2,1,0,Home/Property,Conservative,Long-term,bpi_save_up
40,62751.22,56008.4,129166.54,Employed,1,Metro Manila,3,1,1,Education,Moderate,Short-term,bpi_save_up
58,18100.93,13732.26,0.0,Self-employed,2,Rural,4,1,0,Retirement,Moderate,Long-term,bpi_save_up
40,20947.22,15243.23,30445.45,Self-employed,2,Rural,3,0,1,Business Capital,Aggressive,Long-term,gcash_ginvest
25,35079.84,27433.68,169312.7,Freelancer,0,Urban,4,0,1,Travel,Aggressive,Medium-term,gcash_ginvest
46,39766.89,28157.58,5692.02,Self-employed,2,Rural,1,0,1,Home/Property,Conservative,Medium-term,bpi_save_up
37,64114.24,51700.0,16583.1,Employed,3,Urban,5,1,1,General Savings,Conservative,Short-term,maya_savings
21,3457.79,2370.25,5788.58,Student,0,Rural,3,0,0,Emergency Fund,Conservative,Medium-term,gcash_gsave
28,7411.63,5141.55,14535.67,Student,1,Urban,3,0,1,Emergency Fund,Conservative,Medium-term,gcash_gsave
24,15400.41,11288.37,42283.81,Employed,0,Urban,4,0,1,Emergency Fund,Moderate,Medium-term,maya_personal_goals
25,16111.74,11556.82,58621.09,Self-employed,0,Urban,4,1,1,Emergency Fund,Aggressive,Medium-term,gcash_ginvest
29,40629.78,32693.63,7419.42,Employed,0,Urban,4,0,1,General Savings,Conservative,Short-term,gcash_gsave
38,18292.03,14322.0,7853.43,Employed,1,Rural,4,1,0,Retirement,Conservative,Medium-term,bpi_save_up
20,15209.91,10022.61,41117.33,Freelancer,0,Urban,5,1,1,Emergency Fund,Moderate,Short-term,maya_personal_goals
29,54800.41,40581.64,113152.86,Employed,3,Urban,2,1,1,Travel,Conservative,Short-term,bpi_savings
28,5973.82,5165.14,9877.83,Unemployed,1,Rural,4,0,1,General Savings,Moderate,Medium-term,maya_personal_goals
23,22385.32,14429.97,19380.53,Employed,0,Urban,4,1,0,Emergency Fund,Aggressive,Medium-term,bpi_save_up
22,13768.45,11742.83,11051.74,Self-employed,0,Urban,1,0,0,Education,Moderate,Short-term,gcash_gsave
29,17628.28,13363.64,51911.82,Employed,1,Rural,5,1,1,Emergency Fund,Conservative,Medium-term,gcash_gsave
34,30287.12,23668.67,93729.76,Self-employed,2,Rural,2,1,0,Home/Property,Conservative,Short-term,bpi_savings
38,30666.39,24387.1,0.0,Self-employed,2,Urban,2,1,0,Emergency Fund,Moderate,Short-term,gcash_gsave
18,2912.27,2176.32,0.0,Student,0,Urban,2,1,1,General Savings,Aggressive,Short-term,gcash_gsave
29,34435.26,31018.09,5074.47,Employed,1,Rural,3,0,1,Emergency Fund,Aggressive,Short-term,maya_savings
31,27480.39,23380.83,107493.07,Self-employed,2,Urban,3,0,1,Emergency Fund,Conservative,Short-term,gcash_gsave
28,20605.5,15997.62,77909.69,Employed,0,Urban,4,0,0,Business Capital,Conservative,Medium-term,bpi_save_up
47,48917.16,30388.9,109321.44,Employed,3,Urban,4,0,1,Education,Conservative,Medium-term,maya_personal_goals
27,56880.77,41486.73,0.0,Employed,1,Metro Manila,2,1,1,Travel,Conservative,Short-term,gcash_gsave
37,14727.57,9141.22,0.0,Employed,0,Rural,5,0,1,Emergency Fund,Conservative,Medium-term,maya_savings
34,16961.85,13329.94,20909.08,Employed,2,Rural,3,0,0,Travel,Conservative,Short-term,maya_savings
39,21546.56,17536.61,75676.93,Employed,3,Rural,4,1,0,Education,Moderate,Long-term,bpi_save_up
27,19676.45,13918.11,14907.77,Freelancer,2,Rural,1,1,1,General Savings,Conservative,Short-term,gcash_gsave
20,5280.8,4500.6,6583.6,Student,0,Urban,4,0,1,Travel,Moderate,Long-term,maya_personal_goals
22,3719.16,3135.44,0.0,Student,0,Metro Manila,1,0,1,Travel,Aggressive,Medium-term,gcash_gsave
36,886.12,606.57,1297.65,Unemployed,2,Rural,2,0,0,General Savings,Conservative,Medium-term,maya_savings
21,28601.15,22071.26,57438.42,Freelancer,1,Urban,4,1,1,Emergency Fund,Aggressive,Short-term,maya_savings
25,3141.74,2627.28,4357.74,Student,2,Urban,4,0,0,Education,Conservative,Medium-term,maya_personal_goals
53,30061.89,18570.91,102725.42,Employed,0,Rural,1,1,0,Emergency Fund,Moderate,Medium-term,bpi_save_up
32,15043.92,14108.77,1857.32,Self-employed,2,Rural,4,0,0,Emergency Fund,Conservative,Short-term,maya_savings
54,37960.1,23781.28,23370.12,Self-employed,2,Urban,1,0,0,Retirement,Moderate,Short-term,maya_time_deposit
23,29968.17,22648.6,25695.28,Employed,0,Rural,2,1,1,General Savings,Moderate,Medium-term,bpi_save_up
44,33245.51,29418.47,48674.19,Unemployed,4,Rural,2,0,0,Travel,Moderate,Short-term,bpi_save_up
27,15465.77,11396.03,0.0,Employed,3,Metro Manila,4,1,1,Retirement,Conservative,Medium-term,maya_savings
22,4293.21,3385.83,0.0,Student,0,Rural,5,0,1,Business Capital,Conservative,Long-term,gcash_gsave
24,17803.36,12592.22,85147.9,Employed,2,Urban,4,1,0,Retirement,Moderate,Medium-term,bpi_save_up
25,46437.78,33146.94,168238.39,Employed,1,Urban,4,1,1,Travel,Aggressive,Medium-term,gcash_ginvest
32,30259.96,24042.7,62587.01,Employed,2,Rural,1,0,1,Business Capital,Conservative,Short-term,maya_time_deposit
41,49324.97,43141.01,0.0,Employed,4,Rural,4,1,1,Emergency Fund,Moderate,Long-term,gcash_gsave
23,22197.81,18459.9,46565.74,Employed,0,Urban,3,1,0,Emergency Fund,Moderate,Short-term,bpi_save_up
41,4582.86,3817.38,6829.51,Student,2,Urban,4,0,1,Education,Moderate,Long-term,maya_personal_goals
26,55655.05,48059.16,56645.39,Employed,3,Metro Manila,5,1,1,Travel,Conservative,Medium-term,maya_personal_goals
55,35005.54,24998.98,23581.5,Employed,0,Urban,3,1,1,Emergency Fund,Conservative,Medium-term,bpi_save_up
43,33994.16,29482.9,19876.6,Self-employed,2,Metro Manila,4,1,1,Education,Moderate,Short-term,maya_personal_goals
26,2254.53,1958.54,2743.61,Unemployed,1,Urban,4,1,1,Emergency Fund,Aggressive,Medium-term,gcash_gsave
29,57888.33,53361.48,47469.18,Employed,3,Metro Manila,4,1,1,General Savings,Conservative,Medium-term,maya_time_deposit
23,42913.9,33406.55,18069.31,Employed,2,Urban,3,1,1,General Savings,Conservative,Medium-term,bpi_save_up
22,1129.9,784.99,3430.53,Unemployed,0,Metro Manila,5,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave
51,35824.86,27697.18,71026.98,Employed,3,Rural,2,0,0,Retirement,Conservative,Medium-term,bpi_time_deposit
27,22828.1,17686.57,36868.32,Employed,1,Urban,4,0,1,Home/Property,Moderate,Medium-term,maya_personal_goals
54,18486.15,16457.92,13091.59,Employed,4,Urban,2,1,0,Emergency Fund,Conservative,Short-term,bpi_savings
38,3291.88,2523.2,481.6,Unemployed,3,Rural,2,0,1,Business Capital,Conservative,Medium-term,maya_savings
23,808.76,530.22,3835.86,Unemployed,0,Rural,5,0,0,Travel,Aggressive,Medium-term,gcash_gsave
41,11097.89,8072.73,0.0,Freelancer,0,Urban,3,1,0,Education,Aggressive,Long-term,gcash_ginvest
23,16573.46,12952.59,0.0,Employed,0,Metro Manila,5,1,1,Education,Aggressive,Short-term,gcash_gsave
22,1570.19,1277.27,320.19,Student,0,Rural,5,0,1,General Savings,Moderate,Short-term,maya_savings
54,27863.42,24420.46,10506.08,Employed,3,Urban,4,1,0,Emergency Fund,Conservative,Long-term,bpi_savings
22,1352.75,1141.91,0.0,Student,0,Rural,2,0,0,Emergency Fund,Moderate,Medium-term,maya_savings
60,2886.75,2804.66,8889.6,Unemployed,4,Urban,4,0,0,Education,Moderate,Medium-term,bpi_save_up
27,19250.97,15634.97,24096.29,Employed,2,Urban,4,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave
42,40921.13,36826.45,60284.62,Self-employed,3,Urban,2,0,0,Education,Moderate,Long-term,maya_time_deposit
25,25228.22,17375.57,14743.03,Employed,1,Rural,2,0,1,General Savings,Aggressive,Short-term,maya_savings
47,27713.97,24716.5,14535.56,Self-employed,4,Rural,2,0,0,Retirement,Conservative,Medium-term,bpi_save_up
26,31113.0,21272.92,25207.61,Employed,2,Metro Manila,3,1,1,Home/Property,Conservative,Medium-term,maya_personal_goals
45,33765.66,23642.94,88832.48,Employed,4,Urban,1,1,0,Education,Conservative,Medium-term,bpi_save_up
40,29939.38,28025.77,14178.7,Employed,5,Metro Manila,5,1,1,Education,Moderate,Long-term,maya_personal_goals
26,18314.42,13825.47,4877.14,Employed,0,Urban,5,1,1,Business Capital,Moderate,Medium-term,maya_personal_goals
59,4740.46,4080.56,0.0,Unemployed,0,Rural,3,0,0,Education,Moderate,Short-term,gcash_gsave
25,2281.65,2062.52,5.24,Student,3,Urban,3,1,1,General Savings,Conservative,Long-term,gcash_gsave
45,2953.0,2746.19,7784.39,Unemployed,4,Rural,1,0,0,Home/Property,Moderate,Medium-term,maya_personal_goals
48,17294.78,11996.89,21550.9,Freelancer,3,Rural,3,0,1,Retirement,Conservative,Long-term,bpi_time_deposit
30,25097.11,21446.23,69838.42,Self-employed,1,Rural,4,0,1,Emergency Fund,Conservative,Medium-term,gcash_gsave
25,9195.26,5833.77,46214.92,Employed,2,Rural,5,1,1,Home/Property,Moderate,Long-term,maya_personal_goals
49,5939.0,5641.1,0.0,Unemployed,2,Metro Manila,4,1,1,Business Capital,Aggressive,Long-term,gcash_ginvest
27,30766.97,22962.42,36494.1,Self-employed,1,Urban,5,1,1,Emergency Fund,Aggressive,Medium-term,gcash_ginvest
29,6379.19,5038.68,649.1,Self-employed,1,Urban,3,1,1,Emergency Fund,Moderate,Medium-term,maya_savings
33,11408.09,9993.18,13811.66,Self-employed,1,Urban,3,0,0,Home/Property,Moderate,Medium-term,maya_personal_goals
26,20821.13,19052.17,703.02,Freelancer,1,Urban,3,0,1,Home/Property,Aggressive,Long-term,gcash_ginvest
21,24892.95,20192.65,14058.71,Employed,2,Urban,3,1,1,Travel,Moderate,Medium-term,maya_personal_goals
19,11715.06,8565.89,18716.4,Freelancer,1,Rural,5,0,1,Travel,Conservative,Short-term,gcash_gsave
41,46573.65,37387.14,155680.05,Self-employed,5,Urban,5,1,0,Retirement,Conservative,Medium-term,bpi_time_deposit
30,948.79,850.72,972.46,Unemployed,3,Rural,3,0,0,Retirement,Conservative,Long-term,maya_savings
56,6938.75,6110.1,9494.35,Freelancer,1,Rural,4,0,0,Emergency Fund,Aggressive,Medium-term,gcash_gsave
59,21006.59,16827.98,15033.71,Self-employed,3,Rural,1,0,0,General Savings,Conservative,Medium-term,bpi_save_up
41,19334.16,18218.71,12146.11,Employed,5,Urban,4,0,0,Retirement,Conservative,Medium-term,bpi_save_up
